序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来
2861	001027	前海开源中证	9月13日	0.801	0.801	0.38%	-2.44%	-2.21%	0.76%	6.83%	0.89%	---	---	-16.35%	-20.20%
2862	400025	东方新兴成长	9月13日	1.1958	1.1958	0.60%	-2.45%	-0.80%	6.89%	15.39%	4.41%	19.56%	---	-14.43%	19.58%
2863	100039	富国通胀通缩	9月13日	1.404	1.454	0.65%	-2.45%	-2.99%	-2.92%	14.72%	4.34%	31.75%	57.29%	-21.10%	45.47%
2864	217012	招商行业领先	9月13日	1.201	1.501	0.76%	-2.45%	-5.85%	2.32%	9.06%	0.25%	38.67%	53.57%	-20.59%	47.27%
2865	001241	国寿安保中证	9月13日	0.5875	0.5875	0.43%	-2.46%	0.26%	9.42%	14.23%	-1.51%	---	---	-15.02%	-41.26%
2866	519679	银河主题混合	9月13日	3.674	3.674	0.74%	-2.46%	-1.43%	-4.95%	6.79%	12.70%	53.82%	111.54%	-20.34%	264.70%
2867	519056	海富通内需热	9月13日	0.953	0.953	0.32%	-2.46%	-3.94%	-0.84%	1.82%	-13.64%	-10.71%	---	-31.11%	-5.00%
2868	001048	富国新兴产业	9月13日	1.075	1.075	0.66%	-2.47%	0.95%	6.69%	16.85%	-12.46%	---	---	-28.13%	6.80%
2869	168203	中融国证钢铁	9月13日	0.793	0.474	0.25%	-2.47%	-0.50%	3.40%	1.15%	-19.26%	---	---	-15.22%	-52.74%
2870	217013	招商中小盘混	9月13日	1.338	1.338	-0.15%	-2.47%	-3.18%	-2.33%	2.92%	2.06%	15.32%	34.27%	-27.68%	34.00%
2871	161030	富国中证体育	9月13日	0.788	0.799	0.13%	-2.48%	-1.62%	-2.72%	9.00%	-8.09%	---	---	-24.25%	-20.41%
2872	660014	农银深证10	9月13日	1.2534	1.3334	0.40%	-2.48%	-1.59%	3.28%	13.58%	-2.06%	14.57%	14.64%	-16.05%	33.70%
2873	161033	富国中证智能	9月13日	1.021	1.021	0.69%	-2.50%	0.80%	-3.80%	1.00%	---	---	---	---	1.40%
2874	080015	长盛中小盘精	9月13日	0.9	0.9	0.33%	-2.50%	-2.39%	-4.98%	8.99%	-11.97%	-17.56%	-12.66%	-21.66%	-10.30%
2875	160213	国泰纳斯达克	9月12日	2.18	2.28	2.06%	-2.51%	-2.20%	5.17%	11.77%	14.96%	26.77%	60.60%	4.65%	132.59%
2876	164811	工银深证10	9月13日	1.2198	1.3345	0.41%	-2.51%	-1.71%	3.17%	13.48%	6.08%	31.06%	28.15%	-14.25%	34.84%
2877	161812	银华深证10	9月13日	0.934	1.102	0.43%	-2.52%	-1.69%	3.33%	13.41%	5.29%	32.74%	30.90%	-13.54%	12.67%
2878	000940	富国中小盘精	9月13日	1.164	1.164	0.17%	-2.52%	-2.27%	-3.97%	11.20%	18.81%	---	---	-22.27%	16.20%
2879	000697	汇添富移动互	9月13日	1.548	1.548	0.32%	-2.53%	-0.90%	-5.63%	10.37%	9.82%	48.79%	---	-24.33%	54.30%
2880	360010	光大保德信均	9月13日	1.1684	1.6696	0.36%	-2.54%	-0.96%	6.57%	19.16%	22.62%	84.88%	59.24%	-0.17%	71.79%
2881	161227	国投瑞银深证	9月13日	0.887	1.678	0.45%	-2.54%	-1.78%	4.00%	14.68%	13.35%	---	---	-12.49%	-11.11%
2882	001170	泰达宏利复兴	9月13日	0.767	0.767	0.39%	-2.54%	2.54%	13.46%	15.69%	-8.36%	---	---	-20.68%	-23.30%
2883	162205	泰达宏利风险	9月13日	1.0051	2.9401	0.04%	-2.55%	-0.76%	1.24%	3.75%	2.57%	24.83%	23.32%	1.06%	374.12%
2884	000993	华宝稳健回报	9月13日	0.921	0.921	0.44%	-2.55%	-1.82%	-1.19%	13.91%	6.63%	---	---	-13.73%	-8.30%
2885	001629	天弘中证计算	9月12日	0.7565	0.7565	-3.22%	-2.55%	-1.78%	-3.75%	13.78%	-2.61%	---	---	-26.56%	-24.35%
2886	001384	东方新思路混	9月13日	0.8405	0.8405	1.06%	-2.55%	0.24%	9.85%	25.60%	18.31%	---	---	-13.61%	-15.95%
2887	270007	广发大盘成长	9月13日	1.0768	1.0768	0.04%	-2.55%	-3.46%	3.94%	5.75%	9.51%	46.89%	66.57%	2.60%	7.64%
2888	001630	天弘中证计算	9月12日	0.7546	0.7546	-3.22%	-2.56%	-1.80%	-3.76%	13.76%	-2.83%	---	---	-26.62%	-24.54%
2889	112002	易方达策略成	9月13日	0.99	3.13	0.30%	-2.57%	-2.85%	-9.46%	2.78%	-13.05%	-4.64%	-0.37%	-30.88%	182.64%
2890	001438	易方达瑞享混	9月13日	1.025	1.025	0.10%	-2.57%	-1.63%	-2.94%	9.52%	2.30%	---	---	1.09%	2.40%
2891	320017	诺安全球不动	9月12日	1.527	1.527	0.73%	-2.57%	-3.13%	0.93%	7.67%	20.32%	25.81%	50.70%	3.41%	51.60%
2892	162211	泰达宏利品质	9月13日	0.876	1.336	0.57%	-2.57%	-3.01%	-8.51%	9.84%	-14.44%	-22.30%	-13.95%	-25.56%	30.17%
2893	000043	嘉实美国成长	9月12日	1.347	1.347	1.74%	-2.58%	-4.13%	1.85%	7.03%	9.15%	13.55%	30.32%	2.87%	32.40%
2894	001468	广发改革混合	9月13日	0.828	0.828	-0.24%	-2.58%	-0.95%	-3.38%	15.12%	-17.08%	---	---	-32.63%	-17.00%
2895	001437	易方达瑞享混	9月13日	1.244	1.244	0.08%	-2.59%	-1.58%	-2.89%	9.71%	2.56%	---	---	1.30%	24.30%
2896	257040	国联安红利混	9月13日	1.132	2.085	0.89%	-2.60%	-0.71%	-3.94%	17.16%	12.37%	65.00%	78.24%	-16.96%	154.96%
2897	000601	华宝创新优选	9月13日	0.864	1.204	0.58%	-2.61%	-2.94%	3.74%	10.41%	0.47%	1.04%	---	-22.61%	3.37%
2898	519195	万家品质	9月13日	1.1533	1.1533	-0.46%	-2.61%	-0.04%	8.66%	15.77%	12.91%	---	---	-8.76%	15.86%
2899	502023	鹏华钢铁分级	9月13日	0.858	0.884	0.23%	-2.62%	-0.13%	4.61%	3.51%	-13.54%	---	---	-11.55%	-11.81%
2900	000747	广发逆向策略	9月13日	1.527	1.527	0.13%	-2.62%	-3.36%	4.31%	5.46%	7.32%	52.35%	---	3.81%	52.50%
2901	690001	民生蓝筹	9月13日	1.725	1.755	1.00%	-2.62%	-1.84%	-0.41%	9.56%	18.04%	58.00%	84.05%	-8.57%	75.17%
2902	257070	国联安优选行	9月13日	1.629	1.93	-0.06%	-2.63%	0.56%	-6.27%	13.67%	12.65%	45.49%	57.77%	-25.67%	100.84%
2903	000757	华富智慧城市	9月13日	1.041	1.241	0.58%	-2.63%	-0.96%	-1.24%	5.18%	-7.42%	---	---	-28.42%	14.75%
2904	000739	平安大华新鑫	9月13日	1.152	1.152	0.61%	-2.64%	-4.90%	-9.05%	0.44%	-21.14%	---	---	-38.11%	14.50%
2905	162216	泰达中证50	9月13日	0.9939	2.1122	0.41%	-2.64%	0.33%	14.29%	23.94%	22.16%	63.45%	95.45%	-4.69%	119.99%
2906	080007	长盛同鑫行业	9月13日	0.92	0.951	0.11%	-2.65%	-2.55%	-4.77%	-9.10%	-21.92%	-20.29%	-11.12%	-35.91%	-5.26%
2907	000803	工银研究精选	9月13日	1.282	1.282	-0.08%	-2.66%	-2.58%	3.30%	11.37%	6.56%	---	---	-18.44%	28.30%
2908	163503	天治核心成长	9月13日	0.4725	2.3378	-0.80%	-2.66%	-2.74%	-4.16%	-0.94%	-16.68%	18.89%	16.66%	-27.73%	186.37%
2909	519642	银河智造混合	9月13日	0.994	0.994	1.12%	-2.67%	-3.63%	-6.20%	---	---	---	---	---	-1.70%
2910	001651	工银新蓝筹股	9月13日	1.05	1.05	0.00%	-2.69%	-2.87%	4.90%	13.02%	3.65%	---	---	3.24%	5.00%
2911	161720	招商中证全指	9月13日	0.788	0.753	-0.38%	-2.71%	-1.49%	1.80%	11.10%	10.55%	---	---	-16.03%	-30.68%
2912	502010	易方达证券公	9月13日	1.1551	0.7882	-0.31%	-2.71%	-1.05%	3.25%	12.76%	2.59%	---	---	-15.04%	-27.23%
2913	163113	申万菱信申万	9月13日	1.1217	1.825	-0.33%	-2.71%	-1.32%	2.31%	12.06%	6.92%	35.18%	---	-15.09%	54.47%
2914	001163	银华中国梦3	9月13日	0.863	0.863	0.35%	-2.71%	-2.71%	1.53%	16.69%	3.12%	---	---	-14.77%	-14.00%
2915	270042	广发纳斯达克	9月12日	1.462	1.732	2.31%	-2.72%	-2.46%	5.38%	10.69%	15.87%	25.05%	56.98%	3.03%	73.46%
2916	163117	申万菱信申万	9月13日	0.8603	0.5318	0.14%	-2.73%	-1.52%	-4.02%	9.15%	0.38%	---	---	-25.60%	-46.90%
2917	481015	工银主题策略	9月13日	2.068	2.068	0.29%	-2.74%	-2.87%	5.47%	16.83%	8.47%	31.67%	70.84%	-23.97%	106.20%
2918	160419	华安中证全指	9月13日	1.1184	0.6806	-0.33%	-2.74%	-1.38%	2.22%	12.09%	8.60%	---	---	-15.24%	-31.71%
2919	161629	融通证券分级	9月13日	1.131	0.753	-0.35%	-2.74%	-1.30%	2.90%	10.41%	-2.93%	---	---	-15.67%	-24.67%
2920	110002	易方达策略成	9月13日	3.271	4.844	0.25%	-2.74%	-3.03%	-10.02%	2.57%	-15.35%	-7.74%	-3.44%	-33.29%	477.24%
2921	000248	汇添富中证主	9月13日	0.9663	0.9663	0.20%	-2.75%	-4.37%	2.94%	14.85%	9.23%	---	---	-2.00%	-3.56%
2922	090016	大成消费主题	9月13日	0.889	1.146	0.68%	-2.75%	-2.54%	-10.63%	-12.57%	-24.91%	-4.82%	1.90%	-39.69%	10.42%
2923	040005	华安宏利混合	9月13日	3.5021	4.1221	-0.21%	-2.75%	-3.02%	-0.88%	3.13%	1.94%	33.09%	52.08%	-22.22%	345.93%
2924	160633	鹏华证券分级	9月13日	0.981	0.613	-0.30%	-2.77%	-1.20%	2.82%	12.84%	-8.37%	---	---	-15.00%	-38.61%
2925	161706	招商优质成长	9月13日	1.4379	3.3482	-0.06%	-2.77%	-4.29%	-0.71%	8.60%	-0.14%	39.92%	28.42%	-18.76%	383.79%
2926	121003	国投瑞银核心	9月13日	0.726	2.371	-0.07%	-2.78%	-3.48%	-5.21%	0.69%	-16.68%	10.02%	9.43%	-26.79%	124.90%
2927	762001	国金国鑫发起	9月13日	1.8621	2.4921	-0.08%	-2.79%	-0.56%	8.00%	13.09%	12.40%	146.06%	177.87%	11.45%	198.62%
2928	161027	富国中证全指	9月13日	1.073	0.617	-0.28%	-2.80%	-1.37%	2.28%	12.43%	9.34%	---	---	-14.74%	-38.21%
2929	110029	易方达科讯混	9月13日	1.2141	5.9134	0.51%	-2.82%	-2.94%	-3.65%	13.05%	-0.46%	35.49%	58.35%	-29.53%	36.04%
2930	110022	易方达消费行	9月13日	1.342	1.342	0.37%	-2.83%	-4.70%	4.95%	21.00%	15.36%	35.19%	46.28%	1.44%	33.70%
2931	502026	鹏华新丝路分	9月13日	0.864	0.89	0.93%	-2.84%	-2.15%	2.51%	6.99%	-13.23%	---	---	-22.19%	-11.84%
2932	162201	泰达宏利成长	9月13日	1.3499	3.5449	0.90%	-2.85%	2.40%	5.20%	18.47%	1.99%	24.32%	38.03%	-20.40%	758.58%
2933	001986	前海开源人工	9月13日	1.022	1.022	0.49%	-2.87%	-0.39%	0.49%	---	---	---	---	---	1.70%
2934	217019	招商深证TM	9月13日	1.466	1.466	0.76%	-2.87%	-1.76%	-1.69%	14.12%	0.69%	23.10%	33.85%	-19.44%	45.50%
2935	160224	国泰深证TM	9月13日	1.1037	0.7376	0.78%	-2.88%	-1.78%	-2.09%	14.43%	2.53%	---	---	-19.30%	-26.87%
2936	001042	华夏领先股票	9月13日	0.744	0.744	0.54%	-2.89%	-1.33%	-0.67%	12.63%	10.94%	---	---	-19.04%	-26.00%
2937	161715	招商中证大宗	9月13日	0.978	1.091	0.51%	-2.89%	-2.21%	5.76%	13.67%	15.36%	29.62%	28.20%	-6.54%	10.54%
2938	164818	工银中证传媒	9月13日	0.8141	0.5017	0.26%	-2.89%	-1.72%	-2.71%	11.57%	-4.55%	---	---	-23.77%	-50.11%
2939	483003	工银精选平衡	9月13日	0.5076	1.962	0.34%	-2.90%	-3.08%	3.35%	12.02%	5.44%	29.28%	35.21%	-21.77%	99.57%
2940	001404	招商移动互联	9月13日	0.795	0.795	-0.25%	-2.92%	-4.55%	-7.11%	7.56%	3.37%	---	---	-26.68%	-20.30%
2941	400032	东方主题精选	9月13日	0.8212	0.8212	0.48%	-2.93%	-0.05%	5.20%	17.31%	14.09%	---	---	-16.76%	-17.88%
2942	160629	鹏华传媒分级	9月13日	1.16	1.393	0.35%	-2.94%	-1.53%	-1.95%	13.89%	1.09%	---	---	-23.33%	14.82%
2943	162209	泰达宏利市值	9月13日	0.7889	0.7889	-0.32%	-2.94%	1.54%	2.14%	11.63%	-0.09%	-3.34%	-8.88%	-25.11%	-21.11%
2944	519710	交银策略回报	9月13日	1.129	1.35	0.62%	-2.94%	-3.69%	3.12%	18.60%	27.50%	18.87%	26.76%	1.91%	37.33%
2945	540010	汇丰晋信科技	9月13日	2.141	2.141	0.88%	-2.94%	-1.44%	-1.45%	18.90%	19.01%	54.30%	54.00%	-17.90%	112.24%
2946	002174	东方互联网嘉	9月13日	1.0553	1.0553	1.18%	-2.97%	-2.67%	3.59%	---	---	---	---	---	4.30%
2947	001210	天弘互联网混	9月13日	0.5967	0.5967	0.52%	-2.97%	-2.91%	-3.28%	8.62%	-8.11%	---	---	-17.31%	-40.64%
2948	168001	国寿安保中证	9月13日	0.813	0.824	0.00%	-2.98%	-0.97%	7.26%	12.60%	-1.96%	---	---	-15.14%	-17.64%
2949	620004	金元顺安价值	9月13日	1.046	1.046	0.58%	-2.99%	-2.71%	-3.26%	13.04%	-6.39%	25.15%	20.93%	-18.88%	4.00%
2950	519767	交银科技创新	9月13日	1.081	1.081	1.22%	-3.00%	-0.65%	0.85%	---	---	---	---	---	6.80%
2951	350002	天治低碳经济	9月13日	0.7162	3.2412	0.11%	-3.01%	1.26%	-1.81%	-2.39%	-16.64%	-12.79%	-17.60%	-29.80%	160.30%
2952	001559	天弘中证大宗	9月13日	0.728	0.728	0.39%	-3.02%	-3.09%	3.96%	10.28%	5.28%	---	---	-7.10%	-27.48%
2953	070031	嘉实全球房地	9月12日	1.128	1.308	0.53%	-3.03%	-3.28%	1.73%	9.63%	22.05%	16.94%	35.72%	8.54%	31.79%
2954	001558	天弘中证大宗	9月13日	0.7306	0.7306	0.40%	-3.03%	-3.08%	4.00%	10.41%	5.56%	---	---	-6.93%	-27.23%
2955	502053	长盛中证证券	9月12日	1.056	1.056	-2.31%	-3.03%	-1.58%	2.42%	12.94%	6.24%	---	---	-15.38%	5.60%
2956	001730	华福大健康	9月12日	0.927	0.927	-2.32%	-3.03%	-2.73%	1.64%	3.23%	-7.39%	---	---	-8.67%	-7.30%
2957	450004	国富深化价值	9月13日	1.097	1.567	1.29%	-3.04%	-0.09%	-5.83%	8.95%	6.18%	-14.99%	-8.14%	-30.04%	56.59%
2958	350008	天治新消费混	9月13日	1.558	1.558	-0.13%	-3.05%	-0.83%	-2.87%	7.67%	-7.70%	12.17%	26.26%	-19.90%	55.80%
2959	001632	天弘中证食品	9月12日	1.0377	1.0377	-2.62%	-3.07%	-4.68%	2.31%	17.99%	14.70%	---	---	-2.54%	3.77%
2960	001631	天弘中证食品	9月12日	1.0402	1.0402	-2.62%	-3.07%	-4.66%	2.34%	18.04%	14.94%	---	---	-2.44%	4.02%
2961	257060	国联安商品E	9月13日	0.536	0.536	0.19%	-3.08%	-2.90%	4.90%	7.43%	-6.14%	8.08%	-1.65%	-10.39%	-46.50%
2962	481008	工银大盘蓝筹	9月13日	0.999	1.529	0.10%	-3.11%	-3.76%	2.46%	9.55%	1.99%	34.28%	41.91%	-8.77%	53.67%
2963	165707	诺德深证30	9月13日	1.05	1.824	0.38%	-3.14%	-0.94%	6.82%	13.15%	-0.41%	27.26%	33.86%	-14.82%	50.14%
2964	001120	东方睿鑫热点	9月13日	0.6392	0.6392	0.28%	-3.14%	-1.66%	9.98%	6.76%	-4.64%	---	---	-21.68%	-36.08%
2965	050022	博时回报灵活	9月13日	1.688	1.804	-0.47%	-3.14%	-9.06%	-2.86%	16.16%	16.16%	44.58%	39.39%	-9.69%	84.55%
2966	165315	建信网金融分	9月13日	0.8101	0.8211	0.21%	-3.15%	-2.13%	-3.53%	8.99%	-14.33%	---	---	-22.94%	-18.31%
2967	000462	农银主题轮动	9月13日	0.9986	0.9986	0.04%	-3.15%	-1.76%	0.05%	15.07%	2.11%	---	---	-23.11%	-0.18%
2968	001606	农银工业4.	9月13日	1.0158	1.0158	0.04%	-3.16%	-1.60%	0.65%	15.75%	6.09%	---	---	-21.14%	1.54%
2969	001121	东方睿鑫热点	9月13日	0.6287	0.6287	0.29%	-3.16%	-1.73%	9.74%	6.31%	-5.47%	---	---	-22.13%	-37.13%
2970	000408	民生加银城镇	9月13日	2.06	2.09	1.08%	-3.18%	-2.30%	-0.63%	9.33%	26.43%	86.63%	---	-6.81%	109.87%
2971	502036	大成中证互联	9月13日	1.0957	0.7253	0.22%	-3.20%	-2.16%	-3.36%	10.86%	-3.14%	---	---	-22.34%	-27.95%
2972	164907	交银中证互联	9月12日	1.089	0.703	-2.94%	-3.20%	-2.24%	-3.54%	10.67%	-5.65%	---	---	-23.01%	-29.71%
2973	001915	宝盈医疗健康	9月13日	0.929	0.929	0.22%	-3.24%	-2.93%	3.23%	22.78%	---	---	---	-8.31%	-7.30%
2974	001899	东海社会安全	9月13日	0.833	0.833	0.00%	-3.25%	1.83%	11.36%	20.20%	---	---	---	-15.17%	-16.70%
2975	519651	银河转型混合	9月13日	0.594	0.594	0.00%	-3.26%	-6.75%	-7.19%	-7.76%	-14.16%	---	---	-30.20%	-40.60%
2976	001956	国联安科技动	9月13日	0.981	0.981	0.10%	-3.26%	-3.54%	-8.67%	-0.71%	---	---	---	---	-2.00%
2977	519678	银河消费混合	9月13日	1.48	1.48	-0.20%	-3.26%	-6.55%	-2.75%	-2.18%	-2.75%	16.22%	29.75%	-28.63%	48.30%
2978	180012	银华富裕主题	9月13日	1.7658	2.7188	0.40%	-3.33%	-4.93%	8.05%	23.54%	20.70%	56.84%	66.63%	1.94%	256.66%
2979	310358	申万菱信新经	9月13日	0.8067	2.1486	0.49%	-3.34%	-3.49%	0.68%	13.89%	7.80%	8.65%	24.39%	-19.97%	89.60%
2980	000522	华润元大信息	9月13日	1.444	1.444	0.07%	-3.35%	0.70%	2.34%	17.40%	-9.07%	32.11%	---	-20.04%	44.40%
2981	160222	国泰国证食品	9月13日	0.833	1.4268	0.54%	-3.36%	-5.99%	3.03%	19.19%	15.71%	---	---	0.07%	33.94%
2982	161217	国投瑞银中证	9月13日	0.598	0.598	0.17%	-3.40%	-3.40%	4.01%	9.34%	2.40%	3.65%	-4.63%	-3.86%	-40.30%
2983	530012	建信积极配置	9月13日	2.085	2.153	-0.10%	-3.42%	-4.49%	4.72%	10.60%	13.86%	91.47%	110.66%	-0.81%	122.88%
2984	000404	易方达新兴成	9月13日	2.164	2.164	0.28%	-3.45%	-3.96%	-7.34%	13.10%	4.50%	78.94%	---	-34.49%	115.80%
2985	001605	国富沪港深成	9月13日	0.973	0.973	0.83%	-3.50%	0.52%	-6.04%	-1.03%	---	---	---	---	-3.50%
2986	420005	天弘周期策略	9月13日	1.297	1.668	0.78%	-3.52%	-3.38%	-3.31%	14.91%	6.81%	29.29%	63.81%	-25.91%	75.00%
2987	001719	工银国家战略	9月13日	0.983	0.983	-0.10%	-3.53%	-4.65%	-3.81%	0.10%	---	---	---	---	-1.60%
2988	310368	申万菱信竞争	9月13日	1.3908	1.8608	0.41%	-3.53%	-3.93%	-1.13%	8.03%	1.31%	18.10%	19.92%	-23.43%	99.27%
2989	000423	前海开源事件	9月13日	1.107	1.107	0.36%	-3.58%	-5.00%	-3.84%	3.96%	3.47%	3.47%	---	2.51%	10.30%
2990	002085	长盛互联网+	9月13日	1.021	1.021	-0.10%	-3.58%	-3.31%	-10.59%	-3.68%	---	---	---	2.20%	2.20%
2991	001701	中融产业升级	9月13日	1.02	1.02	0.49%	-3.61%	-2.50%	1.20%	---	---	---	---	---	1.50%
2992	001865	前海开源事件	9月13日	1.012	1.012	0.40%	-3.63%	-5.08%	-4.36%	2.96%	---	---	---	0.50%	0.80%
2993	001638	前海开源优势	9月13日	0.954	0.954	0.00%	-3.64%	-2.55%	3.81%	4.38%	-3.93%	---	---	-8.88%	-4.60%
2994	001162	前海开源优势	9月13日	0.865	0.865	0.00%	-3.67%	-2.48%	3.97%	4.72%	-14.95%	---	---	-19.46%	-13.50%
2995	050024	博时上证自然	9月13日	0.6488	0.6488	0.17%	-3.70%	-4.19%	3.14%	6.56%	-3.66%	-1.64%	-7.60%	-7.67%	-35.23%
2996	160632	鹏华酒分级	9月13日	0.86	0.876	0.70%	-3.72%	-5.32%	2.15%	19.11%	14.90%	---	---	-2.51%	-12.91%
2997	160620	鹏华资源分级	9月13日	1.129	0.783	0.53%	-3.77%	-3.77%	5.74%	10.86%	12.09%	10.12%	-0.10%	-2.26%	-22.37%
2998	001158	工银新材料新	9月13日	0.74	0.74	0.27%	-3.78%	-4.28%	-2.12%	17.33%	11.82%	---	---	-18.72%	-26.20%
2999	310328	申万菱信新动	9月13日	0.6841	3.0354	0.19%	-3.79%	-3.68%	3.75%	10.66%	3.78%	47.05%	52.25%	-10.24%	293.86%
3000	161724	招商中证煤炭	9月13日	1.087	0.731	0.56%	-3.83%	-2.52%	13.08%	15.74%	18.78%	---	---	1.03%	-27.31%
3001	080012	长盛电子信息	9月13日	2.206	2.776	0.23%	-3.84%	-4.05%	-11.71%	-2.95%	14.99%	60.19%	129.58%	-18.87%	239.83%
3002	350005	天治中国制造	9月13日	1.518	1.518	0.66%	-3.84%	-1.74%	-6.03%	12.10%	-0.54%	15.02%	0.84%	-23.94%	51.80%
3003	000886	北信瑞丰无限	9月12日	0.77	0.97	-3.63%	-3.87%	-1.41%	-14.06%	-10.05%	-14.56%	---	---	-39.75%	-10.97%
3004	161032	富国中证煤炭	9月13日	1.119	0.667	0.27%	-3.88%	-3.63%	12.27%	12.84%	7.21%	---	---	2.39%	-33.47%
3005	398051	中海环保新能	9月13日	0.864	0.864	-0.12%	-3.89%	-4.95%	0.00%	6.14%	-14.10%	2.85%	-1.37%	-25.30%	-13.50%
3006	162203	泰达宏利稳定	9月13日	0.8519	2.7919	-0.26%	-3.91%	-4.60%	1.87%	7.40%	-14.07%	12.52%	14.26%	-22.96%	348.27%
3007	168204	中融中证煤炭	9月13日	0.76	0.775	0.26%	-3.93%	-3.44%	10.50%	10.01%	4.93%	---	---	0.80%	-22.67%
3008	000179	广发美国房地	9月12日	1.309	1.469	1.47%	-3.95%	-5.29%	2.87%	10.73%	26.04%	24.55%	46.44%	10.71%	47.46%
3009	257050	国联安主题驱	9月13日	1.256	1.256	-0.16%	-4.04%	-4.33%	-11.90%	0.00%	-4.55%	7.06%	12.72%	-37.66%	25.80%
3010	530003	建信优选成长	9月13日	1.7702	3.2202	0.03%	-4.13%	-5.57%	5.51%	12.96%	14.37%	79.79%	100.15%	-3.42%	309.14%
3011	161819	银华资源指数	9月13日	1.044	0.656	0.19%	-4.14%	-4.58%	1.17%	6.22%	2.08%	1.50%	-8.61%	-8.04%	-35.85%
3012	001302	前海开源金银	9月13日	1.22	1.22	-0.57%	-4.14%	-4.29%	2.42%	23.32%	22.70%	---	---	23.19%	22.70%
3013	001892	长盛新兴成长	9月13日	1.035	1.035	-0.10%	-4.16%	-4.43%	-10.38%	-7.33%	---	---	---	3.60%	3.60%
3014	002207	前海开源金银	9月13日	1.208	1.208	-0.58%	-4.18%	-4.41%	1.33%	21.14%	---	---	---	20.90%	21.50%
3015	690008	民生中证资源	9月13日	0.665	0.665	0.15%	-4.18%	-4.73%	1.84%	7.27%	3.27%	4.90%	-4.73%	-5.28%	-33.60%
3016	519918	华夏兴和混合	9月13日	1.454	3.778	0.14%	-4.22%	-3.78%	-6.44%	7.88%	6.37%	32.24%	---	-23.26%	45.20%
3017	161725	招商中证白酒	9月13日	0.93	0.945	0.54%	-4.24%	-7.50%	1.09%	22.19%	28.47%	---	---	6.44%	-5.83%
3018	240022	华宝资源优选	9月13日	1.186	1.186	-0.34%	-4.26%	-4.11%	7.21%	16.67%	17.59%	44.07%	36.78%	11.11%	19.00%
3019	165316	建信有色金属	9月13日	1.0111	1.0215	0.53%	-4.29%	-4.73%	-1.46%	7.90%	1.53%	---	---	1.90%	1.64%
3020	001195	工银农业产业	9月13日	0.577	0.577	0.52%	-4.33%	-7.42%	-4.81%	8.92%	-6.06%	---	---	-16.81%	-42.60%
3021	000193	国泰美国房地	9月12日	1.18	1.18	1.55%	-4.36%	-3.73%	0.43%	10.46%	-1.78%	16.90%	15.28%	3.47%	16.20%
3022	162214	泰达宏利领先	9月13日	0.866	0.866	0.46%	-4.63%	-3.02%	-8.36%	9.07%	-20.77%	-19.44%	-14.34%	-30.94%	-13.40%
3023	165520	信诚中证80	9月13日	0.993	1.159	0.40%	-4.63%	-5.00%	0.51%	10.38%	13.50%	-3.65%	-4.53%	-7.31%	-4.43%
3024	210009	金鹰核心资源	9月13日	1.541	1.641	0.33%	-4.71%	-6.11%	-3.82%	27.05%	24.78%	34.27%	53.29%	-15.09%	68.14%
3025	398021	中海能源策略	9月13日	0.683	0.993	0.00%	-4.95%	-5.82%	3.28%	21.34%	-2.54%	11.78%	12.67%	-16.08%	-0.24%
3026	001608	英大策略优选	9月13日	0.9721	0.9721	0.03%	-5.37%	-5.43%	-4.54%	-3.01%	---	---	---	-4.63%	-2.82%
3027	110025	易方达资源行	9月13日	0.908	0.908	0.44%	-5.54%	-5.24%	7.24%	9.18%	20.05%	25.03%	19.89%	7.11%	-9.60%
3028	398061	中海消费混合	9月13日	2.149	2.359	0.05%	-5.58%	-6.32%	3.67%	14.81%	22.39%	61.87%	83.75%	-14.59%	156.57%
3029	160221	国泰国证有色	9月13日	1.0806	0.7246	0.12%	-5.59%	-5.66%	0.33%	11.97%	16.22%	---	---	-6.29%	-27.61%
3030	161611	融通内需驱动	9月13日	0.965	1.085	0.10%	-5.68%	-5.95%	-2.13%	0.73%	-3.31%	33.52%	23.27%	-23.13%	7.49%
3031	000225	长盛年年收益	9月13日	1.284	1.284	0.16%	---	-0.77%	4.14%	3.39%	7.46%	13.25%	27.82%	3.72%	28.20%
3032	539001	建信全球机遇	9月12日	1.106	1.106	-0.54%	---	1.10%	6.76%	11.49%	9.07%	0.55%	14.61%	3.95%	10.60%
3033	539002	建信新兴市场	9月12日	0.76	0.76	-1.68%	---	-0.91%	6.00%	13.77%	7.34%	-21.08%	-15.08%	4.11%	-24.00%
3034	539003	建信全球资源	9月12日	0.741	0.773	0.68%	---	-0.13%	4.22%	8.02%	2.07%	-31.39%	-24.73%	6.47%	-23.52%
3035	003277	信诚稳瑞债券	9月9日	1	1	---	---	---	---	---	---	---	---	---	0.00%
3036	003278	信诚稳瑞债券	9月9日	1	1	---	---	---	---	---	---	---	---	---	0.00%
3037	001160	东方永润18	9月13日	0.9856	0.9856	-0.03%	---	0.08%	2.68%	5.59%	6.36%	---	---	0.88%	-1.44%
3038	001317	东方赢家保本	9月13日	1.0776	1.0776	0.02%	---	0.99%	5.14%	5.95%	9.38%	---	---	6.71%	7.76%
3039	000238	国投瑞银一年	9月13日	1.041	1.246	0.00%	---	0.48%	1.90%	1.70%	3.16%	15.87%	26.18%	1.80%	26.30%
